51	62	63	60	65	60	74	1	74	73	77	84	1	70	1	1	64	54	58	67	68	1	58	49	53	53	53	70	1	12	1	3	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	46	1	7	18	4	0	2	1
19	76	1	25	21	42	61	4	76	76	66	74	74	72	1	69	79	82	85	89	9	1	1	30	15	27	36	60	5	12	8	1	1	1	1	1	1	5	4	3	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	68	75	75	5	37	0	2	1
65	60	66	59	68	75	75	1	63	55	64	61	77	69	1	59	59	63	55	55	69	1	55	51	46	54	65	64	1	1	8	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	39	69	70	4	37	0	4	1
12	36	38	35	34	41	51	1	26	43	38	25	51	78	1	14	17	15	25	66	3	1	15	17	18	26	26	38	1	8	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	62	64	3	37	0	36	3
70	86	81	85	87	93	92	1	90	86	87	88	94	94	1	87	89	92	88	97	95	1	88	86	87	87	99	94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41	40	45	38	21	0	66	1
24	64	65	65	74	1	39	1	25	67	65	58	75	79	1	67	65	67	64	76	80	1	63	59	55	66	72	75	1	11	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	61	45	55	1	1	0	2	1
9	16	24	8	13	37	82	1	70	70	61	68	78	77	1	49	61	61	43	71	59	1	59	61	58	60	60	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51	56	59	54	33	0	18	1
55	81	54	73	76	84	83	1	84	66	76	77	86	84	1	80	55	81	50	84	82	1	72	70	78	50	81	79	1	11	1	1	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36	9	12	20	4	0	60	3
47	52	41	55	60	62	68	1	59	56	55	51	64	65	1	47	49	64	54	56	58	1	49	56	43	57	61	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55	89	3	16	2	0	46	1
50	56	56	58	61	66	65	1	60	64	51	65	58	62	1	62	66	73	79	12	71	1	22	60	67	79	13	62	1	12	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	86	91	6	18	4	0	2	1
80	34	40	33	45	64	55	1	44	54	43	52	57	50	1	43	53	48	41	49	54	1	42	42	38	55	64	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70	51	54	56	34	0	42	1
42	69	68	69	69	82	73	19	72	74	71	71	81	73	17	68	70	72	71	81	75	1	65	64	68	68	80	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27	38	41	40	23	1	34	3
8	13	17	18	15	30	41	1	17	29	10	12	35	85	1	71	73	68	70	79	79	1	53	58	59	48	74	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	54	58	58	36	0	59	2
6	27	27	45	54	63	56	9	39	35	44	50	60	57	8	37	37	31	56	51	55	8	43	35	37	40	52	54	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47	47	47	47	14	0	6	1
52	79	75	80	90	1	85	1	1	79	74	78	85	83	1	75	74	79	74	82	87	1	76	74	77	75	85	82	1	12	8	3	5	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	61	3	8	18	4	0	17	3
1	67	64	72	75	59	38	13	68	58	67	80	56	36	15	60	57	69	77	53	40	12	64	55	62	77	54	32	14	11	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	21	24	25	9	0	39	3
76	7	3	3	1	1	6	1	4	4	3	1	5	5	1	3	4	3	1	4	4	1	3	3	4	3	6	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13	43	48	50	29	0	23	3
5	49	37	43	70	65	57	14	57	46	48	44	70	53	13	24	39	42	61	63	65	1	24	36	45	59	73	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69	42	43	53	16	0	2	1
31	42	28	37	40	54	62	1	43	37	33	41	43	59	1	39	45	49	44	43	64	1	39	31	28	47	40	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	87	76	77	6	1	0	72	3
71	59	67	71	59	80	70	1	71	61	50	73	87	74	1	57	76	66	63	69	61	1	50	68	71	72	84	85	15	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65	14	18	20	4	0	40	1
35	94	92	92	93	16	27	1	96	98	90	95	20	27	1	94	97	95	93	20	32	1	93	95	93	94	19	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	34	38	36	24	1	53	2
72	10	6	6	8	7	9	1	13	8	16	21	12	18	1	27	19	27	10	25	27	1	37	24	33	18	41	22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23	28	32	34	17	0	31	2
89	47	52	41	57	73	52	3	38	65	54	62	67	66	14	53	67	78	21	75	78	13	67	57	72	9	69	53	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	82	16	20	22	5	0	12	1
62	8	5	5	6	8	12	1	8	6	5	6	9	10	1	6	6	5	4	9	13	1	6	5	5	6	9	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18	35	42	41	27	0	3	1
27	29	55	56	48	67	72	1	64	60	57	64	76	76	1	58	58	56	60	62	74	1	56	62	65	62	71	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50	66	73	9	2	0	19	3
39	88	84	86	88	95	98	1	91	89	89	91	99	96	1	89	90	91	91	98	97	1	89	88	91	91	98	95	1	5	4	1	2	4	4	2	3	2	2	1	1	2	3	2	1	2	4	2	2	3	3	2	2	1	2	30	26	29	29	10	1	25	2
11	80	77	79	79	87	87	1	82	83	80	83	89	87	1	79	83	83	80	90	93	1	77	76	76	80	89	7	1	11	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	73	60	62	3	37	0	70	2
40	23	14	17	32	27	42	1	30	31	22	15	24	28	1	15	11	10	13	15	25	1	17	13	17	28	24	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	3	82	82	14	1	0	26	1
30	5	4	4	4	6	7	5	6	5	4	5	8	6	4	5	5	4	5	7	7	5	4	4	3	4	7	6	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26	36	39	37	25	0	55	3
54	51	36	50	46	49	69	1	52	49	56	55	65	56	1	81	2	37	42	50	51	1	36	48	47	38	59	68	1	11	1	1	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	11	20	4	0	47	3
31	71	61	63	63	77	79	1	66	63	59	69	73	81	1	63	68	71	68	73	83	1	60	53	54	67	70	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	87	76	77	6	1	0	3	1
36	90	88	88	89	96	18	1	93	92	92	93	100	17	1	91	92	93	92	99	16	1	91	89	90	86	95	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	40	78	79	10	1	0	24	1
82	41	51	51	44	56	53	1	41	48	39	60	62	49	1	34	40	53	47	58	45	1	41	39	36	37	37	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37	55	60	57	35	0	33	2
14	68	58	68	62	83	81	1	75	71	62	67	71	80	1	64	62	58	62	74	73	1	79	1	49	45	67	74	4	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	87	71	71	5	37	0	11	2
90	55	47	57	55	68	60	1	55	51	60	45	50	60	1	52	48	47	51	52	62	1	45	50	80	1	35	37	1	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74	70	71	5	37	0	37	3
4	63	45	42	52	61	43	15	31	41	40	53	53	46	10	32	36	43	48	68	49	9	47	37	40	39	49	49	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81	32	35	44	13	0	4	3
43	1	1	1	1	5	1	1	1	1	1	1	7	1	1	1	1	1	1	5	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	18	84	84	12	1	0	50	3
13	39	50	48	49	79	37	1	36	33	36	47	68	22	1	33	28	38	33	46	56	1	40	26	27	32	38	50	1	9	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53	68	68	3	37	0	30	3
64	70	70	66	72	52	45	1	67	72	63	72	37	34	1	56	63	51	69	22	18	1	44	38	35	63	12	13	1	11	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	20	23	24	7	0	9	1
35	24	42	49	31	15	10	1	28	44	41	49	21	9	1	35	51	44	29	17	14	1	35	43	42	35	18	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	34	38	36	24	0	3	3
61	61	44	74	2	35	25	1	50	45	47	46	49	40	1	54	52	57	52	54	57	1	46	44	44	46	46	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	80	17	21	23	6	0	57	3
15	97	93	96	94	25	35	1	95	97	97	97	36	100	1	93	94	96	95	31	94	1	94	91	94	93	15	28	1	7	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28	65	65	3	37	0	68	3
33	75	76	81	86	69	88	1	58	80	82	90	82	89	1	30	80	80	76	87	88	1	74	73	75	76	87	83	1	12	1	3	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	7	10	20	4	0	41	3
3	38	23	31	37	46	44	10	40	30	25	54	45	37	12	40	38	33	30	40	36	10	27	33	25	33	42	71	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63	31	34	30	14	0	15	1
29	74	1	1	1	29	84	1	78	27	1	1	29	38	1	1	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	75	73	76	6	1	0	61	2
58	78	1	13	20	33	30	1	14	23	23	22	34	52	1	28	21	65	1	14	10	1	21	18	22	23	20	17	1	11	1	1	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59	13	17	20	4	0	4	3
38	77	73	75	78	85	86	1	79	77	75	79	83	86	1	74	78	77	73	83	84	1	73	72	73	71	82	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	10	81	81	11	1	0	8	2
28	6	1	1	7	3	5	1	7	1	1	4	3	4	1	7	1	1	3	3	6	1	7	1	1	5	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33	46	50	49	30	0	45	1
84	93	90	97	95	26	24	1	97	96	96	96	16	20	1	95	98	23	96	19	30	1	96	92	97	96	51	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	68	59	62	2	37	0	3	3
22	57	69	77	83	86	8	1	2	16	7	9	23	41	5	18	22	20	35	1	11	1	10	21	16	16	25	40	1	12	1	1	1	1	1	1	1	1	4	3	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	12	5	13	1	1	0	3	3
19	96	1	78	81	88	95	16	92	90	86	94	96	97	1	88	96	30	66	48	72	1	1	78	79	81	88	93	16	12	8	1	1	1	1	1	1	5	4	3	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	68	75	75	5	37	1	62	3
79	18	21	21	25	40	26	1	27	18	28	17	22	24	1	13	18	14	22	36	34	1	18	23	21	29	29	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44	50	53	52	19	0	32	1
53	1	29	26	28	43	48	1	37	21	27	31	28	51	1	31	34	40	34	42	43	1	78	1	24	31	33	35	1	11	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	67	6	9	20	4	0	2	1
60	83	79	83	84	91	93	1	87	84	85	85	93	93	1	84	84	87	84	93	91	1	85	81	84	84	92	88	1	4	3	1	1	2	3	4	4	4	1	1	1	1	1	1	1	1	3	4	4	4	2	1	1	1	1	24	44	49	48	31	1	14	1
52	28	22	47	77	1	28	1	1	13	9	11	19	25	1	12	10	11	12	13	33	1	14	12	13	14	21	21	1	12	8	3	5	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	61	3	8	18	4	0	67	1
81	40	49	44	51	58	50	1	42	53	46	43	52	54	1	41	46	41	57	61	48	1	33	40	48	43	56	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	53	57	55	32	0	64	2
75	85	82	84	85	92	89	1	88	85	84	86	92	92	1	85	87	90	89	92	92	1	87	84	86	85	93	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	41	46	46	20	0	29	1
17	54	43	34	47	57	64	1	81	1	34	34	48	63	3	73	77	74	75	80	81	1	71	75	81	89	91	14	1	11	8	1	1	1	1	1	1	5	4	1	1	1	1	1	1	1	1	1	1	1	5	4	4	1	1	57	74	74	5	37	0	54	3
23	2	39	23	30	53	71	6	53	52	49	70	2	33	1	19	50	45	37	57	67	1	52	45	50	49	68	65	1	12	1	1	1	1	1	1	1	1	4	3	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	45	19	27	1	1	0	3	1
18	95	89	94	99	39	100	18	98	93	95	32	42	21	19	96	95	97	98	38	20	16	97	93	95	97	39	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42	29	33	35	22	0	73	3
20	30	25	19	36	20	33	1	23	47	70	81	84	7	1	1	7	6	7	8	26	4	11	7	8	22	1	9	1	12	1	1	1	1	1	1	1	1	4	3	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	76	79	1	1	1	0	35	3
41	91	86	87	92	9	19	1	94	94	93	89	97	99	1	90	88	89	86	96	98	1	90	85	88	92	10	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	72	83	83	13	1	0	7	1
67	45	31	36	43	32	34	1	54	57	37	37	26	29	1	45	41	35	39	23	19	1	45	27	41	36	32	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60	24	28	27	15	0	56	2
16	58	46	40	50	51	66	1	49	39	32	40	54	58	1	78	1	24	27	39	60	3	75	71	69	74	79	78	1	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	35	72	72	5	37	0	2	1
2	31	33	28	23	23	22	12	32	22	31	27	40	26	9	50	26	50	40	37	39	11	29	32	34	64	44	48	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	27	31	31	12	0	38	1
69	4	1	1	5	1	4	1	5	2	1	3	1	2	1	4	1	1	6	1	1	1	5	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21	39	44	42	28	0	63	1
53	1	48	30	41	55	59	1	48	34	42	42	46	61	1	44	43	52	46	60	52	1	80	1	29	34	47	44	1	11	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	67	6	9	20	4	0	6	3
77	22	15	12	14	22	14	1	12	17	17	23	30	23	1	25	12	21	11	18	21	1	12	11	9	13	28	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	48	51	51	17	0	49	3
49	66	62	64	58	76	77	1	61	62	69	66	69	71	1	61	69	60	67	72	63	1	61	63	61	65	63	73	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	66	90	5	15	1	0	20	1
37	33	34	46	42	48	63	1	35	24	24	48	38	48	1	42	42	28	20	32	37	1	26	14	14	19	17	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	56	80	80	8	1	0	27	1
66	65	60	53	67	34	49	1	19	10	15	18	11	13	1	21	25	12	14	10	12	1	19	15	11	17	8	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43	22	25	26	12	0	74	3
25	87	87	91	97	94	101	1	86	91	94	30	91	15	1	82	91	94	94	95	17	1	83	87	92	95	94	97	1	12	5	3	4	5	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	16	2	7	19	4	1	22	3
34	53	57	61	64	72	67	11	69	69	73	33	72	67	11	66	60	55	59	64	53	1	66	69	51	51	55	45	12	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	20	18	22	21	4	0	28	2
87	32	94	38	29	50	99	1	33	32	35	36	55	98	1	98	35	29	32	44	31	1	30	29	31	30	31	39	1	1	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19	64	67	3	37	0	65	2
32	21	18	15	22	21	46	1	21	25	26	28	31	47	1	20	14	17	31	27	38	1	28	28	20	12	16	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	34	77	78	7	1	0	48	1
88	26	16	22	27	74	2	1	22	36	21	38	39	45	1	26	24	22	23	35	35	1	23	20	26	21	22	36	1	2	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49	67	69	3	37	0	21	1
68	37	35	24	19	14	17	1	29	26	20	29	14	11	1	29	16	26	28	26	22	1	51	34	52	61	43	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	25	30	32	12	0	3	3
56	20	20	27	24	36	31	1	80	1	13	20	27	30	1	11	23	18	18	29	47	1	25	19	57	1	11	11	1	10	1	1	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38	10	15	20	4	0	4	3
22	82	85	89	98	13	94	17	83	87	88	98	98	88	18	76	82	84	82	85	89	15	81	80	83	83	86	87	1	12	1	1	1	1	1	1	1	1	4	3	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	9	4	13	1	1	1	43	3
57	43	78	90	91	11	15	1	51	81	91	92	13	19	1	92	93	98	81	11	15	1	92	90	98	78	96	91	1	11	1	1	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48	11	16	20	4	0	71	2
26	3	2	2	3	2	3	7	3	3	2	2	4	3	6	2	3	2	2	2	5	6	2	2	2	2	2	3	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29	37	40	39	26	0	69	1
46	50	30	39	38	47	54	1	56	42	52	63	61	64	1	55	56	62	45	65	70	1	48	46	60	52	58	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	88	2	17	3	0	51	2
7	17	10	11	35	31	32	1	15	20	19	16	33	39	1	17	33	9	16	34	86	1	69	67	63	69	78	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	79	52	56	58	36	0	76	2
21	92	91	95	39	24	96	1	89	95	98	56	44	90	16	72	85	86	90	86	96	14	84	82	85	90	77	86	1	12	1	1	1	1	1	1	1	1	4	3	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	85	87	4	1	1	0	5	1
83	46	53	52	66	71	58	1	46	50	58	59	66	55	1	48	44	46	49	45	46	1	54	52	64	44	50	57	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	58	57	61	2	37	0	58	3
78	48	32	54	26	44	47	1	47	40	45	39	59	44	1	46	47	39	38	47	42	1	38	41	39	41	48	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62	49	52	43	13	0	52	3
73	14	8	14	17	12	21	2	24	19	30	10	25	32	2	38	29	36	19	41	24	2	34	25	23	24	30	19	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54	30	36	33	11	0	1	3
74	19	11	16	12	17	13	1	20	11	12	13	18	12	1	22	15	19	26	28	28	1	32	22	32	15	23	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	78	33	37	45	18	0	1	1
86	25	19	32	16	19	29	1	18	12	18	24	63	1	1	16	32	16	24	30	41	1	20	16	19	25	27	26	1	1	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	63	66	3	37	0	1	1
63	1	74	76	80	90	91	1	77	78	79	76	88	82	1	77	75	76	78	88	85	1	70	77	74	73	83	80	1	3	1	1	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52	12	14	20	4	0	1	3
84	12	12	20	18	28	23	1	16	15	14	19	17	16	1	23	20	32	17	21	29	1	16	10	12	20	57	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	68	59	62	2	37	0	1	1
